,geometry,SpeedLimit,STREETNAME,Over_pct,O5mph_pct,Speed_avg,SpeedO_avg,Spd5O_avg,element_type,highway,nodes,lanes,maxspeed,name,oneway_no,oneway_yes
202,"LINESTRING (-122.42375837906793 37.772957392587635, -122.42372060572964 37.77305773695696, -122.42387154091934 37.77380316336061, -122.42394706119438 37.7738892381271)",30,OCTAVIA ST,0.96,0.0,17.26,32.0,0.0,way,primary,"[267455480, 267455482]",2,30,Octavia Boulevard,0,1
204,"LINESTRING (-122.42369950202134 37.77344373703084, -122.42377332645025 37.773815651984286, -122.42394706119438 37.7738892381271)",25,OCTAVIA ST,3.07,0.06,16.2,27.1,32.0,way,primary,"[267455480, 267455482]",2,30,Octavia Boulevard,0,1
203,"LINESTRING (-122.4240118881786 37.773403973467104, -122.42408533264079 37.77377597831218, -122.42394706119438 37.7738892381271)",25,OCTAVIA ST,3.07,0.06,16.2,27.1,32.0,way,primary,"[267455446, 267455448]",2,30,Octavia Boulevard,0,1
204,"LINESTRING (-122.42369950202134 37.77344373703084, -122.42377332645025 37.773815651984286, -122.42394706119438 37.7738892381271)",25,OCTAVIA ST,3.07,0.06,16.2,27.1,32.0,way,residential,"[298082944, 65329071]",nan,25,Rose Street,0,1
204,"LINESTRING (-122.42369950202134 37.77344373703084, -122.42377332645025 37.773815651984286, -122.42394706119438 37.7738892381271)",25,OCTAVIA ST,3.07,0.06,16.2,27.1,32.0,way,unclassified,"[298082944, 1018617264]",nan,15,Octavia Street,0,1
205,"LINESTRING (-122.46531261927731 37.72640527570436, -122.46537958725779 37.72647994778291, -122.46564424723255 37.726581414489694, -122.46599238200993 37.72678493485089, -122.46607319925963 37.726785003830265)",25,OCEAN AVE,83.5,33.5,28.22,29.49,33.19,way,secondary,"[65307974, 65312142]",nan,25,Ocean Avenue,1,0
210,"LINESTRING (-122.46531261927731 37.72640527570436, -122.46541219219111 37.726413287465576, -122.4656993703156 37.7265313522479, -122.46604476743262 37.72672081472329, -122.46607319925963 37.726785003830265)",25,OCEAN AVE,83.5,33.5,28.22,29.49,33.19,way,secondary,"[65307974, 65312142]",nan,25,Ocean Avenue,1,0
205,"LINESTRING (-122.46531261927731 37.72640527570436, -122.46537958725779 37.72647994778291, -122.46564424723255 37.726581414489694, -122.46599238200993 37.72678493485089, -122.46607319925963 37.726785003830265)",25,OCEAN AVE,83.5,33.5,28.22,29.49,33.19,way,secondary,"[65312142, 65307974]",nan,25,Ocean Avenue,1,0
210,"LINESTRING (-122.46531261927731 37.72640527570436, -122.46541219219111 37.726413287465576, -122.4656993703156 37.7265313522479, -122.46604476743262 37.72672081472329, -122.46607319925963 37.726785003830265)",25,OCEAN AVE,83.5,33.5,28.22,29.49,33.19,way,secondary,"[65312142, 65307974]",nan,25,Ocean Avenue,1,0
206,"LINESTRING (-122.45513565871254 37.72367236521493, -122.45518071169347 37.72365346036857, -122.45611300187176 37.72385030834797, -122.45615046550739 37.7238866358439)",25,OCEAN AVE,35.5,4.0,23.75,27.56,32.0,way,residential,"[65341890, 6358814104]",2,25,Brighton Avenue,1,0
206,"LINESTRING (-122.45513565871254 37.72367236521493, -122.45518071169347 37.72365346036857, -122.45611300187176 37.72385030834797, -122.45615046550739 37.7238866358439)",25,OCEAN AVE,35.5,4.0,23.75,27.56,32.0,way,secondary,"[6358814109, 6358814104]",nan,25,Ocean Avenue,0,1
206,"LINESTRING (-122.45513565871254 37.72367236521493, -122.45518071169347 37.72365346036857, -122.45611300187176 37.72385030834797, -122.45615046550739 37.7238866358439)",25,OCEAN AVE,35.5,4.0,23.75,27.56,32.0,way,secondary,"[1712572378, 6358814109]",nan,25,Ocean Avenue,1,0
206,"LINESTRING (-122.45513565871254 37.72367236521493, -122.45518071169347 37.72365346036857, -122.45611300187176 37.72385030834797, -122.45615046550739 37.7238866358439)",25,OCEAN AVE,35.5,4.0,23.75,27.56,32.0,way,secondary,"[6358814109, 1712572378]",nan,25,Ocean Avenue,1,0
206,"LINESTRING (-122.45513565871254 37.72367236521493, -122.45518071169347 37.72365346036857, -122.45611300187176 37.72385030834797, -122.45615046550739 37.7238866358439)",25,OCEAN AVE,35.5,4.0,23.75,27.56,32.0,way,secondary,"[65341883, 65341890]",nan,25,Ocean Avenue,1,0
206,"LINESTRING (-122.45513565871254 37.72367236521493, -122.45518071169347 37.72365346036857, -122.45611300187176 37.72385030834797, -122.45615046550739 37.7238866358439)",25,OCEAN AVE,35.5,4.0,23.75,27.56,32.0,way,secondary,"[65341890, 65341883]",nan,25,Ocean Avenue,1,0
206,"LINESTRING (-122.45513565871254 37.72367236521493, -122.45518071169347 37.72365346036857, -122.45611300187176 37.72385030834797, -122.45615046550739 37.7238866358439)",25,OCEAN AVE,35.5,4.0,23.75,27.56,32.0,way,residential,"[6358814104, 65341890]",2,25,Brighton Avenue,1,0
207,"LINESTRING (-122.45513565871254 37.72367236521493, -122.45517358837533 37.72370879076192, -122.4560882365744 37.723901914064015, -122.45615046550739 37.7238866358439)",25,OCEAN AVE,35.5,4.0,23.75,27.56,32.0,way,residential,"[4782115824, 4782108221]",2,25,Brighton Avenue,1,0
207,"LINESTRING (-122.45513565871254 37.72367236521493, -122.45517358837533 37.72370879076192, -122.4560882365744 37.723901914064015, -122.45615046550739 37.7238866358439)",25,OCEAN AVE,35.5,4.0,23.75,27.56,32.0,way,residential,"[4782108221, 4782115824]",2,25,Brighton Avenue,1,0
208,"LINESTRING (-122.45615046550739 37.7238866358439, -122.45619334474982 37.72386727189951, -122.45648684327716 37.72392924040835, -122.45651601571154 37.72396381663689)",25,OCEAN AVE,35.5,4.0,23.75,27.56,32.0,way,secondary,"[1712572378, 65322779]",nan,25,Ocean Avenue,1,0
208,"LINESTRING (-122.45615046550739 37.7238866358439, -122.45619334474982 37.72386727189951, -122.45648684327716 37.72392924040835, -122.45651601571154 37.72396381663689)",25,OCEAN AVE,35.5,4.0,23.75,27.56,32.0,way,secondary,"[65322779, 1712572378]",nan,25,Ocean Avenue,1,0
211,"LINESTRING (-122.39409283308188 37.736728652059455, -122.39511932951234 37.73731363187178)",30,OAKDALE AVE,32.0,3.0,27.65,32.47,37.0,way,secondary,"[65323892, 65321083]",2,30,Oakdale Avenue,1,0
211,"LINESTRING (-122.39409283308188 37.736728652059455, -122.39511932951234 37.73731363187178)",30,OAKDALE AVE,32.0,3.0,27.65,32.47,37.0,way,secondary,"[65321083, 65323892]",2,30,Oakdale Avenue,1,0
213,"LINESTRING (-122.39968548768056 37.73990197393598, -122.40155570068472 37.74096192799509)",30,OAKDALE AVE,54.5,14.0,30.02,33.47,37.71,way,motorway,"[65331336, 259395677]",3,25,Southern Embarcadero Freeway,0,1
213,"LINESTRING (-122.39968548768056 37.73990197393598, -122.40155570068472 37.74096192799509)",30,OAKDALE AVE,54.5,14.0,30.02,33.47,37.71,way,secondary,"[65346578, 4265147890]",4,30,Oakdale Avenue,1,0
213,"LINESTRING (-122.39968548768056 37.73990197393598, -122.40155570068472 37.74096192799509)",30,OAKDALE AVE,54.5,14.0,30.02,33.47,37.71,way,secondary,"[4265147890, 65346578]",4,30,Oakdale Avenue,1,0
213,"LINESTRING (-122.39968548768056 37.73990197393598, -122.40155570068472 37.74096192799509)",30,OAKDALE AVE,54.5,14.0,30.02,33.47,37.71,way,unclassified,"[7248238190, 65332243]",nan,25,Selby Street,1,0
213,"LINESTRING (-122.39968548768056 37.73990197393598, -122.40155570068472 37.74096192799509)",30,OAKDALE AVE,54.5,14.0,30.02,33.47,37.71,way,unclassified,"[65332243, 7248238190]",nan,25,Selby Street,1,0
213,"LINESTRING (-122.39968548768056 37.73990197393598, -122.40155570068472 37.74096192799509)",30,OAKDALE AVE,54.5,14.0,30.02,33.47,37.71,way,tertiary,"[65356422, 65332241]",2,30,Industrial Street,0,1
213,"LINESTRING (-122.39968548768056 37.73990197393598, -122.40155570068472 37.74096192799509)",30,OAKDALE AVE,54.5,14.0,30.02,33.47,37.71,way,tertiary,"[65332241, 4265147895]",2,30,Industrial Street,0,1
213,"LINESTRING (-122.39968548768056 37.73990197393598, -122.40155570068472 37.74096192799509)",30,OAKDALE AVE,54.5,14.0,30.02,33.47,37.71,way,secondary_link,"[4265147890, 4265147895]",nan,25,nan,0,1
214,"LINESTRING (-122.43880857361147 37.723601276135064, -122.43890880618375 37.72355821596572, -122.43976106189213 37.723459699003406, -122.43985044107559 37.72348084084929)",25,OCEAN AVE,80.0,24.0,27.25,28.62,32.42,way,residential,"[258755554, 65295609]",nan,25,Cayuga Avenue,1,0
214,"LINESTRING (-122.43880857361147 37.723601276135064, -122.43890880618375 37.72355821596572, -122.43976106189213 37.723459699003406, -122.43985044107559 37.72348084084929)",25,OCEAN AVE,80.0,24.0,27.25,28.62,32.42,way,residential,"[65295609, 258755554]",nan,25,Cayuga Avenue,1,0
215,"LINESTRING (-122.43880857361147 37.723601276135064, -122.43890414395192 37.7236198844534, -122.43976274527299 37.72352063401964, -122.43985044107559 37.72348084084929)",25,OCEAN AVE,80.0,24.0,27.25,28.62,32.42,way,secondary,"[258755554, 258755555]",2,25,Ocean Avenue,1,0
217,"LINESTRING (-122.43985044107559 37.72348084084929, -122.43995693214222 37.72349857634032, -122.44095779936428 37.72338308178682, -122.44105016305399 37.723342145596966)",25,OCEAN AVE,80.0,24.0,27.25,28.62,32.42,way,secondary,"[258755554, 258755555]",2,25,Ocean Avenue,1,0
215,"LINESTRING (-122.43880857361147 37.723601276135064, -122.43890414395192 37.7236198844534, -122.43976274527299 37.72352063401964, -122.43985044107559 37.72348084084929)",25,OCEAN AVE,80.0,24.0,27.25,28.62,32.42,way,secondary,"[258755555, 258755554]",2,25,Ocean Avenue,1,0
217,"LINESTRING (-122.43985044107559 37.72348084084929, -122.43995693214222 37.72349857634032, -122.44095779936428 37.72338308178682, -122.44105016305399 37.723342145596966)",25,OCEAN AVE,80.0,24.0,27.25,28.62,32.42,way,secondary,"[258755555, 258755554]",2,25,Ocean Avenue,1,0
215,"LINESTRING (-122.43880857361147 37.723601276135064, -122.43890414395192 37.7236198844534, -122.43976274527299 37.72352063401964, -122.43985044107559 37.72348084084929)",25,OCEAN AVE,80.0,24.0,27.25,28.62,32.42,way,secondary,"[258755554, 258755553]",3,25,Ocean Avenue,1,0
215,"LINESTRING (-122.43880857361147 37.723601276135064, -122.43890414395192 37.7236198844534, -122.43976274527299 37.72352063401964, -122.43985044107559 37.72348084084929)",25,OCEAN AVE,80.0,24.0,27.25,28.62,32.42,way,secondary,"[258755553, 258755554]",3,25,Ocean Avenue,1,0
215,"LINESTRING (-122.43880857361147 37.723601276135064, -122.43890414395192 37.7236198844534, -122.43976274527299 37.72352063401964, -122.43985044107559 37.72348084084929)",25,OCEAN AVE,80.0,24.0,27.25,28.62,32.42,way,residential,"[258755554, 65321704]",nan,25,Cayuga Avenue,1,0
215,"LINESTRING (-122.43880857361147 37.723601276135064, -122.43890414395192 37.7236198844534, -122.43976274527299 37.72352063401964, -122.43985044107559 37.72348084084929)",25,OCEAN AVE,80.0,24.0,27.25,28.62,32.42,way,residential,"[65321704, 258755554]",nan,25,Cayuga Avenue,1,0
216,"LINESTRING (-122.43985044107559 37.72348084084929, -122.43994040497205 37.723448136339194, -122.44097111219102 37.72332283514465, -122.44105016305399 37.723342145596966)",25,OCEAN AVE,80.0,24.0,27.25,28.62,32.42,way,residential,"[65307811, 258755555]",nan,25,Wanda Street,1,0
216,"LINESTRING (-122.43985044107559 37.72348084084929, -122.43994040497205 37.723448136339194, -122.44097111219102 37.72332283514465, -122.44105016305399 37.723342145596966)",25,OCEAN AVE,80.0,24.0,27.25,28.62,32.42,way,residential,"[258755555, 65307811]",nan,25,Wanda Street,1,0
216,"LINESTRING (-122.43985044107559 37.72348084084929, -122.43994040497205 37.723448136339194, -122.44097111219102 37.72332283514465, -122.44105016305399 37.723342145596966)",25,OCEAN AVE,80.0,24.0,27.25,28.62,32.42,way,secondary,"[258755556, 258755555]",2,25,Ocean Avenue,1,0
216,"LINESTRING (-122.43985044107559 37.72348084084929, -122.43994040497205 37.723448136339194, -122.44097111219102 37.72332283514465, -122.44105016305399 37.723342145596966)",25,OCEAN AVE,80.0,24.0,27.25,28.62,32.42,way,secondary,"[258755555, 258755556]",2,25,Ocean Avenue,1,0
218,"LINESTRING (-122.45162398710133 37.74553423747465, -122.45150431163114 37.745460534292526, -122.4505184816214 37.74424903210567, -122.45019631475985 37.74386231756745, -122.44992921547318 37.74352102216628, -122.4497718733693 37.74334185788719, -122.4495256709868 37.74311248456483, -122.44931111598957 37.742977034969094, -122.44910455384908 37.74288956755057, -122.44880174728775 37.74281260292913, -122.44847739004368 37.74276985125174, -122.44737498240463 37.74267402670759, -122.44709363233866 37.74264481700562, -122.44680910300605 37.74258001916305, -122.44661390422135 37.74249770670777, -122.44646343855094 37.74240930799453, -122.4463490137982 37.74232565991127, -122.44625422417943 37.74222030393544, -122.44617696005197 37.742098618363606, -122.44611288853407 37.74188048712451, -122.44607495036523 37.74154609129804, -122.44602115770805 37.74137768588715, -122.44597848404598 37.74129107066938, -122.44596433012437 37.74119873482513)",35,OSHAUGHNESSY BLVD,40.0,5.5,33.62,37.75,42.45,way,secondary,"[1614176407, 258958631]",2,35,O'Shaughnessy Boulevard,0,1
218,"LINESTRING (-122.45162398710133 37.74553423747465, -122.45150431163114 37.745460534292526, -122.4505184816214 37.74424903210567, -122.45019631475985 37.74386231756745, -122.44992921547318 37.74352102216628, -122.4497718733693 37.74334185788719, -122.4495256709868 37.74311248456483, -122.44931111598957 37.742977034969094, -122.44910455384908 37.74288956755057, -122.44880174728775 37.74281260292913, -122.44847739004368 37.74276985125174, -122.44737498240463 37.74267402670759, -122.44709363233866 37.74264481700562, -122.44680910300605 37.74258001916305, -122.44661390422135 37.74249770670777, -122.44646343855094 37.74240930799453, -122.4463490137982 37.74232565991127, -122.44625422417943 37.74222030393544, -122.44617696005197 37.742098618363606, -122.44611288853407 37.74188048712451, -122.44607495036523 37.74154609129804, -122.44602115770805 37.74137768588715, -122.44597848404598 37.74129107066938, -122.44596433012437 37.74119873482513)",35,OSHAUGHNESSY BLVD,40.0,5.5,33.62,37.75,42.45,way,primary_link,"[1614176407, 65332348]",1,25,nan,0,1
218,"LINESTRING (-122.45162398710133 37.74553423747465, -122.45150431163114 37.745460534292526, -122.4505184816214 37.74424903210567, -122.45019631475985 37.74386231756745, -122.44992921547318 37.74352102216628, -122.4497718733693 37.74334185788719, -122.4495256709868 37.74311248456483, -122.44931111598957 37.742977034969094, -122.44910455384908 37.74288956755057, -122.44880174728775 37.74281260292913, -122.44847739004368 37.74276985125174, -122.44737498240463 37.74267402670759, -122.44709363233866 37.74264481700562, -122.44680910300605 37.74258001916305, -122.44661390422135 37.74249770670777, -122.44646343855094 37.74240930799453, -122.4463490137982 37.74232565991127, -122.44625422417943 37.74222030393544, -122.44617696005197 37.742098618363606, -122.44611288853407 37.74188048712451, -122.44607495036523 37.74154609129804, -122.44602115770805 37.74137768588715, -122.44597848404598 37.74129107066938, -122.44596433012437 37.74119873482513)",35,OSHAUGHNESSY BLVD,40.0,5.5,33.62,37.75,42.45,way,primary,"[287835447, 258958631]",3,35,Portola Drive,0,1
219,"LINESTRING (-122.45162398710133 37.74553423747465, -122.45158877848338 37.74542884152698, -122.45058732133057 37.744212869120645, -122.45059249491025 37.74409097794273, -122.44991863970756 37.74327176327524, -122.44978953521985 37.74325727200743, -122.44958329869296 37.743065132289765, -122.44935659074963 37.74292201069655, -122.44913681345363 37.74282894818188, -122.44882118678167 37.74274872414745, -122.44848864724455 37.7427048946894, -122.44738482442064 37.742608946856485, -122.44711045170524 37.74258046179298, -122.4468401723619 37.74251890904945, -122.44665804917258 37.742442109754734, -122.44651608539745 37.742358705819115, -122.44641120410627 37.74228203429686, -122.44632354611315 37.74218460671135, -122.44625707997577 37.742072347215355, -122.44619483699834 37.74187234652285, -122.44615656643323 37.74153502360869, -122.44609989556496 37.741357610245714, -122.44605915400514 37.74127491505807, -122.44596433012437 37.74119873482513)",35,OSHAUGHNESSY BLVD,40.0,5.5,33.62,37.75,42.45,way,primary,"[287835447, 258958631]",3,35,Portola Drive,0,1
218,"LINESTRING (-122.45162398710133 37.74553423747465, -122.45150431163114 37.745460534292526, -122.4505184816214 37.74424903210567, -122.45019631475985 37.74386231756745, -122.44992921547318 37.74352102216628, -122.4497718733693 37.74334185788719, -122.4495256709868 37.74311248456483, -122.44931111598957 37.742977034969094, -122.44910455384908 37.74288956755057, -122.44880174728775 37.74281260292913, -122.44847739004368 37.74276985125174, -122.44737498240463 37.74267402670759, -122.44709363233866 37.74264481700562, -122.44680910300605 37.74258001916305, -122.44661390422135 37.74249770670777, -122.44646343855094 37.74240930799453, -122.4463490137982 37.74232565991127, -122.44625422417943 37.74222030393544, -122.44617696005197 37.742098618363606, -122.44611288853407 37.74188048712451, -122.44607495036523 37.74154609129804, -122.44602115770805 37.74137768588715, -122.44597848404598 37.74129107066938, -122.44596433012437 37.74119873482513)",35,OSHAUGHNESSY BLVD,40.0,5.5,33.62,37.75,42.45,way,residential,"[65342548, 325879262]",2,25,Del Vale Avenue,1,0
219,"LINESTRING (-122.45162398710133 37.74553423747465, -122.45158877848338 37.74542884152698, -122.45058732133057 37.744212869120645, -122.45059249491025 37.74409097794273, -122.44991863970756 37.74327176327524, -122.44978953521985 37.74325727200743, -122.44958329869296 37.743065132289765, -122.44935659074963 37.74292201069655, -122.44913681345363 37.74282894818188, -122.44882118678167 37.74274872414745, -122.44848864724455 37.7427048946894, -122.44738482442064 37.742608946856485, -122.44711045170524 37.74258046179298, -122.4468401723619 37.74251890904945, -122.44665804917258 37.742442109754734, -122.44651608539745 37.742358705819115, -122.44641120410627 37.74228203429686, -122.44632354611315 37.74218460671135, -122.44625707997577 37.742072347215355, -122.44619483699834 37.74187234652285, -122.44615656643323 37.74153502360869, -122.44609989556496 37.741357610245714, -122.44605915400514 37.74127491505807, -122.44596433012437 37.74119873482513)",35,OSHAUGHNESSY BLVD,40.0,5.5,33.62,37.75,42.45,way,residential,"[65342548, 325879262]",2,25,Del Vale Avenue,1,0
218,"LINESTRING (-122.45162398710133 37.74553423747465, -122.45150431163114 37.745460534292526, -122.4505184816214 37.74424903210567, -122.45019631475985 37.74386231756745, -122.44992921547318 37.74352102216628, -122.4497718733693 37.74334185788719, -122.4495256709868 37.74311248456483, -122.44931111598957 37.742977034969094, -122.44910455384908 37.74288956755057, -122.44880174728775 37.74281260292913, -122.44847739004368 37.74276985125174, -122.44737498240463 37.74267402670759, -122.44709363233866 37.74264481700562, -122.44680910300605 37.74258001916305, -122.44661390422135 37.74249770670777, -122.44646343855094 37.74240930799453, -122.4463490137982 37.74232565991127, -122.44625422417943 37.74222030393544, -122.44617696005197 37.742098618363606, -122.44611288853407 37.74188048712451, -122.44607495036523 37.74154609129804, -122.44602115770805 37.74137768588715, -122.44597848404598 37.74129107066938, -122.44596433012437 37.74119873482513)",35,OSHAUGHNESSY BLVD,40.0,5.5,33.62,37.75,42.45,way,residential,"[325879262, 65342548]",2,25,Del Vale Avenue,1,0
